Order_ID,Customer_Name,Order_Date,State,City,Amount,Profit,Quantity,Category,Sub_Category,Month_of_Order_Date,Target
B-25603,Divsha,4/3/2018,Madhya Pradesh,Bhopal,116,16,4,Clothing,Stole,1/19/2025,16000
B-25603,Divsha,4/3/2018,Madhya Pradesh,Bhopal,116,16,4,Clothing,Stole,2/19/2025,16000
B-25603,Divsha,4/3/2018,Madhya Pradesh,Bhopal,116,16,4,Clothing,Stole,3/19/2025,16000
B-25603,Divsha,4/3/2018,Madhya Pradesh,Bhopal,107,36,6,Clothing,Stole,4/18/2025,12000
B-25603,Divsha,4/3/2018,Madhya Pradesh,Bhopal,107,36,6,Clothing,Stole,5/18/2025,12000
B-25603,Divsha,4/3/2018,Madhya Pradesh,Bhopal,107,36,6,Clothing,Stole,6/18/2025,12000
B-25603,Divsha,4/3/2018,Madhya Pradesh,Bhopal,107,36,6,Clothing,Stole,7/18/2025,14000
B-25603,Divsha,4/3/2018,Madhya Pradesh,Bhopal,107,36,6,Clothing,Stole,8/18/2025,14000
B-25603,Divsha,4/3/2018,Madhya Pradesh,Bhopal,107,36,6,Clothing,Stole,9/18/2025,14000
B-25603,Divsha,4/3/2018,Madhya Pradesh,Bhopal,107,36,6,Clothing,Stole,10/18/2025,16000
B-25603,Divsha,4/3/2018,Madhya Pradesh,Bhopal,107,36,6,Clothing,Stole,11/18/2025,16000
B-25603,Divsha,4/3/2018,Madhya Pradesh,Bhopal,107,36,6,Clothing,Stole,12/18/2025,16000
B-25603,Divsha,4/3/2018,Madhya Pradesh,Bhopal,107,36,6,Clothing,Stole,1/19/2025,16000
B-25603,Divsha,4/3/2018,Madhya Pradesh,Bhopal,107,36,6,Clothing,Stole,2/19/2025,16000
B-25603,Divsha,4/3/2018,Madhya Pradesh,Bhopal,107,36,6,Clothing,Stole,3/19/2025,16000
B-25603,Divsha,4/3/2018,Madhya Pradesh,Bhopal,12,1,2,Clothing,Hankerchief,4/18/2025,12000
B-25603,Divsha,4/3/2018,Madhya Pradesh,Bhopal,12,1,2,Clothing,Hankerchief,5/18/2025,12000
B-25603,Divsha,4/3/2018,Madhya Pradesh,Bhopal,12,1,2,Clothing,Hankerchief,6/18/2025,12000
B-25603,Divsha,4/3/2018,Madhya Pradesh,Bhopal,12,1,2,Clothing,Hankerchief,7/18/2025,14000
B-25603,Divsha,4/3/2018,Madhya Pradesh,Bhopal,12,1,2,Clothing,Hankerchief,8/18/2025,14000
B-25603,Divsha,4/3/2018,Madhya Pradesh,Bhopal,12,1,2,Clothing,Hankerchief,9/18/2025,14000
B-25603,Divsha,4/3/2018,Madhya Pradesh,Bhopal,12,1,2,Clothing,Hankerchief,10/18/2025,16000
B-25603,Divsha,4/3/2018,Madhya Pradesh,Bhopal,12,1,2,Clothing,Hankerchief,11/18/2025,16000
B-25603,Divsha,4/3/2018,Madhya Pradesh,Bhopal,12,1,2,Clothing,Hankerchief,12/18/2025,16000
B-25603,Divsha,4/3/2018,Madhya Pradesh,Bhopal,12,1,2,Clothing,Hankerchief,1/19/2025,16000
B-25603,Divsha,4/3/2018,Madhya Pradesh,Bhopal,12,1,2,Clothing,Hankerchief,2/19/2025,16000
B-25603,Divsha,4/3/2018,Madhya Pradesh,Bhopal,12,1,2,Clothing,Hankerchief,3/19/2025,16000
B-25603,Divsha,4/3/2018,Madhya Pradesh,Bhopal,38,18,1,Clothing,Kurti,4/18/2025,12000
B-25603,Divsha,4/3/2018,Madhya Pradesh,Bhopal,38,18,1,Clothing,Kurti,5/18/2025,12000
B-25603,Divsha,4/3/2018,Madhya Pradesh,Bhopal,38,18,1,Clothing,Kurti,6/18/2025,12000
B-25603,Divsha,4/3/2018,Madhya Pradesh,Bhopal,38,18,1,Clothing,Kurti,7/18/2025,14000
B-25603,Divsha,4/3/2018,Madhya Pradesh,Bhopal,38,18,1,Clothing,Kurti,8/18/2025,14000
B-25603,Divsha,4/3/2018,Madhya Pradesh,Bhopal,38,18,1,Clothing,Kurti,9/18/2025,14000
B-25603,Divsha,4/3/2018,Madhya Pradesh,Bhopal,38,18,1,Clothing,Kurti,10/18/2025,16000
B-25603,Divsha,4/3/2018,Madhya Pradesh,Bhopal,38,18,1,Clothing,Kurti,11/18/2025,16000
B-25603,Divsha,4/3/2018,Madhya Pradesh,Bhopal,38,18,1,Clothing,Kurti,12/18/2025,16000
B-25603,Divsha,4/3/2018,Madhya Pradesh,Bhopal,38,18,1,Clothing,Kurti,1/19/2025,16000
B-25603,Divsha,4/3/2018,Madhya Pradesh,Bhopal,38,18,1,Clothing,Kurti,2/19/2025,16000
B-25603,Divsha,4/3/2018,Madhya Pradesh,Bhopal,38,18,1,Clothing,Kurti,3/19/2025,16000
B-25604,Kasheen,4/3/2018,Rajasthan,Jaipur,65,17,2,Clothing,T-Shirt,4/18/2025,12000
B-25604,Kasheen,4/3/2018,Rajasthan,Jaipur,65,17,2,Clothing,T-Shirt,5/18/2025,12000
B-25604,Kasheen,4/3/2018,Rajasthan,Jaipur,65,17,2,Clothing,T-Shirt,6/18/2025,12000
B-25604,Kasheen,4/3/2018,Rajasthan,Jaipur,65,17,2,Clothing,T-Shirt,7/18/2025,14000
B-25604,Kasheen,4/3/2018,Rajasthan,Jaipur,65,17,2,Clothing,T-Shirt,8/18/2025,14000
B-25604,Kasheen,4/3/2018,Rajasthan,Jaipur,65,17,2,Clothing,T-Shirt,9/18/2025,14000
B-25604,Kasheen,4/3/2018,Rajasthan,Jaipur,65,17,2,Clothing,T-Shirt,10/18/2025,16000
B-25604,Kasheen,4/3/2018,Rajasthan,Jaipur,65,17,2,Clothing,T-Shirt,11/18/2025,16000
B-25604,Kasheen,4/3/2018,Rajasthan,Jaipur,65,17,2,Clothing,T-Shirt,12/18/2025,16000
B-25604,Kasheen,4/3/2018,Rajasthan,Jaipur,65,17,2,Clothing,T-Shirt,1/19/2025,16000
B-25604,Kasheen,4/3/2018,Rajasthan,Jaipur,65,17,2,Clothing,T-Shirt,2/19/2025,16000
B-25604,Kasheen,4/3/2018,Rajasthan,Jaipur,65,17,2,Clothing,T-Shirt,3/19/2025,16000
B-25604,Kasheen,4/3/2018,Rajasthan,Jaipur,157,5,9,Clothing,Saree,4/18/2025,12000
B-25604,Kasheen,4/3/2018,Rajasthan,Jaipur,157,5,9,Clothing,Saree,5/18/2025,12000
B-25604,Kasheen,4/3/2018,Rajasthan,Jaipur,157,5,9,Clothing,Saree,6/18/2025,12000
B-25604,Kasheen,4/3/2018,Rajasthan,Jaipur,157,5,9,Clothing,Saree,7/18/2025,14000
B-25604,Kasheen,4/3/2018,Rajasthan,Jaipur,157,5,9,Clothing,Saree,8/18/2025,14000
B-25604,Kasheen,4/3/2018,Rajasthan,Jaipur,157,5,9,Clothing,Saree,9/18/2025,14000
B-25604,Kasheen,4/3/2018,Rajasthan,Jaipur,157,5,9,Clothing,Saree,10/18/2025,16000
B-25604,Kasheen,4/3/2018,Rajasthan,Jaipur,157,5,9,Clothing,Saree,11/18/2025,16000
B-25604,Kasheen,4/3/2018,Rajasthan,Jaipur,157,5,9,Clothing,Saree,12/18/2025,16000
B-25604,Kasheen,4/3/2018,Rajasthan,Jaipur,157,5,9,Clothing,Saree,1/19/2025,16000
B-25604,Kasheen,4/3/2018,Rajasthan,Jaipur,157,5,9,Clothing,Saree,2/19/2025,16000
B-25604,Kasheen,4/3/2018,Rajasthan,Jaipur,157,5,9,Clothing,Saree,3/19/2025,16000
B-25605,Hazel,4/5/2018,West Bengal,Kolkata,75,0,7,Clothing,Saree,4/18/2025,12000
B-25605,Hazel,4/5/2018,West Bengal,Kolkata,75,0,7,Clothing,Saree,5/18/2025,12000
B-25605,Hazel,4/5/2018,West Bengal,Kolkata,75,0,7,Clothing,Saree,6/18/2025,12000
B-25605,Hazel,4/5/2018,West Bengal,Kolkata,75,0,7,Clothing,Saree,7/18/2025,14000
B-25605,Hazel,4/5/2018,West Bengal,Kolkata,75,0,7,Clothing,Saree,8/18/2025,14000
B-25605,Hazel,4/5/2018,West Bengal,Kolkata,75,0,7,Clothing,Saree,9/18/2025,14000
B-25605,Hazel,4/5/2018,West Bengal,Kolkata,75,0,7,Clothing,Saree,10/18/2025,16000
B-25605,Hazel,4/5/2018,West Bengal,Kolkata,75,0,7,Clothing,Saree,11/18/2025,16000
B-25605,Hazel,4/5/2018,West Bengal,Kolkata,75,0,7,Clothing,Saree,12/18/2025,16000
B-25605,Hazel,4/5/2018,West Bengal,Kolkata,75,0,7,Clothing,Saree,1/19/2025,16000
B-25605,Hazel,4/5/2018,West Bengal,Kolkata,75,0,7,Clothing,Saree,2/19/2025,16000
B-25605,Hazel,4/5/2018,West Bengal,Kolkata,75,0,7,Clothing,Saree,3/19/2025,16000
